"id","site_eui"
75757,72.1536941998245
75758,67.580031908292
75759,147.707432898207
75760,80.1260981005775
75761,80.474533770503
75762,86.2445273127502
75763,85.8954503215662
75764,73.4251666554542
75765,58.1099159242207
75766,101.459653919905
75767,74.0724065870277
75768,61.2782336027784
75769,0
75770,35.3452644455611
75771,38.8084878916553
75772,48.6509136095825
75773,55.10561624993
75774,35.5250705623368
75775,59.113801614718
75776,56.0411924906173
75777,41.4571647930281
75778,66.4451390860029
75779,59.1057847168593
75780,59.0326333331471
75781,60.0381148981863
75782,58.13440841256
75783,66.2210945782796
75784,32.0248171870055
75785,45.2133130926993
75786,60.1927291153177
75787,39.9659134647357
75788,59.6688587653293
75789,61.0390177703683
75790,96.8117422805561
75791,41.2177595809361
75792,53.5106404984606
75793,48.931843751726
75794,67.7563472192395
75795,46.004450348009
75796,56.4370767439689
75797,52.962924353109
75798,77.6374832938861
75799,62.6527160919419
75800,36.7631294692051
75801,67.9776205375648
75802,54.56738972009
75803,55.1119759800372
75804,64.5723013566294
75805,0
75806,63.5523565954929
75807,35.682833508261
75808,64.2795974801268
75809,30.0139380718752
75810,42.5002647993393
75811,70.9770269956764
75812,65.7239043550155
75813,77.2092676013075
75814,76.1899135633576
75815,93.7714125171287
75816,87.3596447047041
75817,40.1298495750349
75818,76.0945625195204
75819,75.1385678164745
75820,84.5674909453062
75821,58.6075195286831
75822,42.5757813344963
75823,41.0285723865656
75824,22.4573786914092
75825,68.4590735811825
75826,0
75827,0
75828,0
75829,0
75830,0
75831,0
75832,0
75833,0
75834,0
75835,0
75836,0
75837,0
75838,0
75839,0
75840,0
75841,0
75842,0
75843,0
75844,62.4692158892759
75845,111.396633214535
75846,0
75847,0
75848,0
75849,0
75850,0
75851,0
75852,0
75853,0
75854,0
75855,0
75856,0
75857,71.8697091305248
75858,0
75859,0
75860,0
75861,0
75862,49.8710993755465
75863,0
75864,26.9574915877708
75865,70.2615968403429
75866,43.5515460511862
75867,29.7384398393467
75868,32.7124765580548
75869,27.8951367347507
75870,118.497980408936
75871,56.9648974290596
75872,88.9757740063031
75873,96.0035743895158
75874,0
75875,94.4767182485497
75876,0
75877,0
75878,0
75879,0
75880,80.3232119352158
75881,68.6578257759097
75882,80.2131331794777
75883,143.331199385875
75884,69.981538726089
75885,123.85730034265
75886,20.1664297123943
75887,26.2573182114968
75888,0
75889,21.2079843993986
75890,59.4309337297561
75891,72.87412019304
75892,41.510316346806
75893,55.14651344557
75894,36.7959878067901
75895,75.6085657419737
75896,99.1661424291958
75897,47.6339868215165
75898,68.3554617042916
75899,66.0437485900618
75900,68.3852975118553
75901,43.5851474465027
75902,50.207949976029
75903,57.2163840910001
75904,54.975330297959
75905,121.840910640133
75906,27.5791376645338
75907,76.4409362237623
75908,28.6344927656096
75909,29.7816437256179
75910,101.356923639616
75911,63.2990027648838
75912,46.0925779743342
75913,40.0829300522911
75914,69.3718526289851
75915,57.9064705754815
75916,47.0899545628645
75917,41.632560479907
75918,0
75919,119.030225050336
75920,67.4327158501238
75921,0
75922,78.0407235455628
75923,0
75924,55.3648880715207
75925,60.1015321807233
75926,109.152550513463
75927,83.947938835415
75928,110.103383984384
75929,45.8384890651645
75930,143.741776942113
75931,60.0229360537509
75932,48.7904307602344
75933,57.8027912499471
75934,31.0930136628964
75935,51.4991077845097
75936,77.8781776501605
75937,63.709042202174
75938,110.871606780463
75939,56.5423297871575
75940,47.104867164393
75941,73.8896608861857
75942,76.0975606518983
75943,114.169401421335
75944,64.5902835905657
75945,123.596439447986
75946,74.5910549558992
75947,67.2688151863974
75948,72.3627104549614
75949,60.1080499839566
75950,0
75951,142.25531337696
75952,105.240249895822
75953,120.577551435218
75954,67.8270557598426
75955,76.1129913201788
75956,37.5845941409536
75957,58.7430740084069
75958,38.2724742973016
75959,124.528848256557
75960,36.7175700408519
75961,96.0733313677783
75962,91.6752655254141
75963,75.7808905444641
75964,66.9806834932368
75965,76.7876009320262
75966,68.4501974510784
75967,149.224514151374
75968,105.177751344163
75969,126.986842222137
75970,64.1569979524342
75971,56.2392003327624
75972,132.854876586069
75973,0
75974,54.2676378586275
75975,108.609617520995
75976,143.183248325905
75977,73.9881656470914
75978,57.1599938819221
75979,26.0845499530982
75980,41.5400038800251
75981,21.370875812388
75982,47.8913925318672
75983,65.730883592047
75984,67.366724519404
75985,0
75986,0
75987,21.8542801918716
75988,51.9512122847688
75989,51.6705062648755
75990,34.2859763020275
75991,111.763619790567
75992,0
75993,65.7383787775974
75994,67.4340996146975
75995,114.464077295571
75996,82.7087265028768
75997,66.6952435101884
75998,42.8837753091518
75999,33.7036878764164
76000,49.3916980699784
76001,53.2622544384692
76002,149.396373497107
76003,0
76004,76.1077989689161
76005,126.964158717213
76006,62.0867941791029
76007,49.9539745907545
76008,87.4812281189044
76009,46.3671951846836
76010,26.7768706315754
76011,68.5871584423343
76012,0
76013,0
76014,0
76015,87.832612145428
76016,53.7203849951353
76017,91.145962462896
76018,56.1480841205692
76019,0
76020,49.2835384263037
76021,0
76022,72.6584804981762
76023,21.8486996755104
76024,35.1321383085216
76025,0
76026,0
76027,0
76028,0
76029,0
76030,0
76031,0
76032,0
76033,0
76034,0
76035,0
76036,0
76037,0
76038,0
76039,0
76040,0
76041,0
76042,0
76043,0
76044,0
76045,0
76046,0
76047,0
76048,0
76049,0
76050,0
76051,0
76052,0
76053,0
76054,0
76055,38.1050923445764
76056,0
76057,34.1728052299205
76058,0
76059,0
76060,0
76061,0
76062,0
76063,0
76064,0
76065,17.7887269908676
76066,0
76067,72.2521904906313
76068,24.6709381517993
76069,37.1328954457015
76070,0
76071,0
76072,0
76073,0
76074,0
76075,0
76076,0
76077,0
76078,0
76079,0
76080,0
76081,0
76082,0
76083,0
76084,0
76085,0
76086,0
76087,0
76088,0
76089,0
76090,0
76091,0
76092,0
76093,0
76094,0
76095,0
76096,0
76097,0
76098,0
76099,0
76100,0
76101,0
76102,0
76103,0
76104,0
76105,0
76106,0
76107,0
76108,0
76109,0
76110,0
76111,0
76112,0
76113,0
76114,0
76115,0
76116,0
76117,0
76118,0
76119,0
76120,0
76121,0
76122,0
76123,0
76124,0
76125,0
76126,0
76127,0
76128,0
76129,0
76130,0
76131,0
76132,0
76133,0
76134,0
76135,0
76136,0
76137,0
76138,0
76139,47.2684046270621
76140,0
76141,0
76142,0
76143,0
76144,0
76145,76.2636079468338
76146,0
76147,0
76148,0
76149,0
76150,0
76151,0
76152,0
76153,0
76154,0
76155,0
76156,0
76157,0
76158,0
76159,0
76160,0
76161,0
76162,0
76163,0
76164,0
76165,0
76166,0
76167,0
76168,0
76169,0
76170,0
76171,0
76172,0
76173,0
76174,0
76175,0
76176,0
76177,0
76178,0
76179,0
76180,0
76181,0
76182,0
76183,0
76184,0
76185,0
76186,0
76187,0
76188,0
76189,0
76190,0
76191,0
76192,52.6441789477069
76193,0
76194,0
76195,0
76196,0
76197,0
76198,0
76199,0
76200,0
76201,0
76202,0
76203,0
76204,0
76205,0
76206,0
76207,0
76208,0
76209,0
76210,0
76211,0
76212,144.439533528859
76213,0
76214,0
76215,0
76216,0
76217,0
76218,0
76219,61.7118339401271
76220,0
76221,0
76222,0
76223,0
76224,0
76225,0
76226,0
76227,0
76228,0
76229,0
76230,0
76231,0
76232,0
76233,0
76234,108.643998157784
76235,0
76236,0
76237,0
76238,0
76239,0
76240,0
76241,0
76242,0
76243,0
76244,0
76245,0
76246,0
76247,0
76248,0
76249,0
76250,0
76251,0
76252,0
76253,0
76254,0
76255,0
76256,0
76257,0
76258,0
76259,0
76260,0
76261,0
76262,0
76263,0
76264,0
76265,0
76266,0
76267,0
76268,0
76269,0
76270,0
76271,0
76272,0
76273,0
76274,0
76275,0
76276,0
76277,0
76278,0
76279,0
76280,142.731144524905
76281,38.462029391636
76282,0
76283,0
76284,0
76285,0
76286,126.034597227898
76287,67.3196780768633
76288,41.7552705596215
76289,44.6825120723728
76290,95.3828370438
76291,24.5428951240916
76292,67.1543917097246
76293,59.0860319993618
76294,63.3062423396519
76295,76.5551022454348
76296,47.8870001632614
76297,88.3507524162139
76298,78.1039054700935
76299,76.1537495299785
76300,0
76301,0
76302,0
76303,0
76304,67.2797102114039
76305,57.0021866086658
76306,0
76307,0
76308,0
76309,24.7879285070721
76310,40.624104349634
76311,39.425987421684
76312,53.3726524014387
76313,39.1283498473732
76314,0
76315,29.5496464195287
76316,0
76317,0
76318,68.7565914822461
76319,74.9715637864692
76320,38.2651136695161
76321,50.4913512521529
76322,71.7266978346707
76323,108.151674661864
