"id","site_eui"
75757,59.929546277204
75758,33.2134448759787
75759,193.395416131636
75760,92.6439230223013
75761,93.8285796041386
75762,104.862297256843
75763,66.2134424061167
75764,119.830480874128
75765,100.49329394687
75766,117.414406260008
75767,55.5246579576007
75768,78.0226409914537
75769,0
75770,71.6498707177553
75771,70.5952676578361
75772,71.840458966769
75773,69.8644487339675
75774,51.0340333445733
75775,99.0678060061435
75776,62.5514007316858
75777,72.2457708849852
75778,89.1307084925791
75779,73.8608634311366
75780,151.695975168211
75781,88.0409786653011
75782,53.6064272514613
75783,70.0710048967651
75784,58.2877443563744
75785,56.0619704971249
75786,158.730039189396
75787,75.2856136345931
75788,94.8320060405223
75789,69.154438383655
75790,91.2252458647921
75791,56.08755535703
75792,67.4241906208927
75793,59.1137779264821
75794,46.8958575869795
75795,50.9086933166386
75796,74.2794253849878
75797,90.8112461064791
75798,90.952737821378
75799,147.884392723651
75800,64.653432849801
75801,155.619004384261
75802,83.2901227253884
75803,78.8976347560199
75804,60.7436005204424
75805,0
75806,74.9898413553125
75807,42.871165063773
75808,73.7975286649283
75809,45.6217823510002
75810,69.1538182467013
75811,51.9254509053991
75812,71.0169348416487
75813,147.649992451385
75814,67.4965824533273
75815,70.5484875405797
75816,164.467824298898
75817,59.4092243287836
75818,98.7879568939728
75819,106.704254633479
75820,123.52359632183
75821,80.1192583846613
75822,55.8810591668638
75823,76.6158937760279
75824,47.17223848735
75825,102.954350519427
75826,0
75827,0
75828,0
75829,0
75830,0
75831,0
75832,0
75833,0
75834,0
75835,0
75836,0
75837,0
75838,0
75839,0
75840,0
75841,0
75842,0
75843,0
75844,77.000440405175
75845,131.56641641694
75846,0
75847,0
75848,0
75849,0
75850,0
75851,0
75852,0
75853,0
75854,0
75855,0
75856,0
75857,86.2662753759533
75858,0
75859,0
75860,0
75861,0
75862,60.2152326763741
75863,0
75864,24.6550612246044
75865,71.9888052239141
75866,46.4501989138205
75867,40.3372492827114
75868,37.537835619209
75869,41.8630099759018
75870,118.109269078948
75871,79.6818302553398
75872,93.1587679578981
75873,87.8243200835772
75874,0
75875,115.654385479594
75876,0
75877,0
75878,0
75879,0
75880,96.9273206112111
75881,89.3055403209741
75882,96.9915280664507
75883,178.640379370124
75884,85.5313553792264
75885,91.7580513685123
75886,40.790823801142
75887,43.8568740606244
75888,0
75889,9.78478381248469
75890,79.1451281741097
75891,55.4877743940404
75892,44.4505345302037
75893,33.4052109016801
75894,56.4420269913663
75895,65.7763213966427
75896,101.782867605796
75897,70.3438516428749
75898,79.4728794074876
75899,35.482214817724
75900,54.9193454739273
75901,87.2933070397363
75902,38.3476337884435
75903,52.2520166936383
75904,43.0998884559629
75905,97.1676617592761
75906,29.497212439862
75907,87.7261182806373
75908,39.2635103788754
75909,33.0936063802737
75910,70.5612326720443
75911,52.3560791712344
75912,52.9678297878168
75913,44.725733200071
75914,40.3741939998045
75915,44.9782562323958
75916,33.0659948413314
75917,40.6594744083743
75918,0
75919,79.7453566247113
75920,68.5286757238398
75921,0
75922,98.3880837646513
75923,0
75924,46.2809748116273
75925,74.2028353701304
75926,108.734463438175
75927,175.840137987153
75928,97.6502221213306
75929,63.71134212341
75930,141.176213740142
75931,70.5157946244266
75932,62.1507506988717
75933,69.2998382124035
75934,48.7338408278259
75935,54.5127482759497
75936,94.7299642289413
75937,70.5239122235
75938,117.170937215876
75939,75.220254483509
75940,66.7462047433113
75941,95.7831149189899
75942,96.4938047728777
75943,109.370620988945
75944,72.1337249229127
75945,144.211745105112
75946,84.9322519270942
75947,71.1010104841848
75948,91.243155385597
75949,53.0037880729143
75950,0
75951,220.851780877873
75952,102.910591156415
75953,153.234027006729
75954,98.8665654131041
75955,99.5416668610673
75956,50.2999106655116
75957,94.0426630024948
75958,101.258726894932
75959,105.668463984594
75960,52.6453132203002
75961,92.6015501696733
75962,113.37626266094
75963,57.0512352575323
75964,47.0570516541077
75965,57.4196585823077
75966,91.5918262517704
75967,158.795660451397
75968,96.4287236986167
75969,76.3659021248848
75970,68.5550357211246
75971,29.6887730681425
75972,153.955963597724
75973,0
75974,63.7873006060285
75975,89.933122997014
75976,127.240886717355
75977,82.4132517906016
75978,31.7963747684945
75979,32.3760391334029
75980,48.7504606059954
75981,90.9539916905245
75982,37.5353731422542
75983,72.2743710058162
75984,74.6493950618307
75985,0
75986,0
75987,272.237477140455
75988,62.0902863582163
75989,54.6605447558537
75990,60.3863975978848
75991,112.655320792349
75992,0
75993,70.7620175409685
75994,94.2746310267327
75995,120.469165129667
75996,108.186801605706
75997,74.849807438437
75998,54.2741211365041
75999,52.0330014759047
76000,67.7454591207216
76001,61.296301678996
76002,208.505464212022
76003,0
76004,90.8145205817837
76005,75.1026031184441
76006,50.433726539845
76007,42.9353699972709
76008,61.3854063852703
76009,65.4214965193863
76010,33.5401293711163
76011,28.5131313577772
76012,0
76013,0
76014,0
76015,77.5140948131711
76016,47.3625780435436
76017,43.7033905686456
76018,62.5492915876694
76019,0
76020,31.9530601558068
76021,0
76022,77.6574771856621
76023,23.2122678909859
76024,250.473975028656
76025,0
76026,0
76027,0
76028,0
76029,0
76030,0
76031,0
76032,0
76033,0
76034,0
76035,0
76036,0
76037,0
76038,0
76039,0
76040,0
76041,0
76042,0
76043,0
76044,0
76045,0
76046,0
76047,0
76048,0
76049,0
76050,0
76051,0
76052,0
76053,0
76054,0
76055,67.1079876238589
76056,0
76057,58.7487193440366
76058,0
76059,0
76060,0
76061,0
76062,0
76063,0
76064,0
76065,21.3050599396318
76066,0
76067,84.4698414350677
76068,38.6440774480875
76069,32.3065604276153
76070,0
76071,0
76072,0
76073,0
76074,0
76075,0
76076,0
76077,0
76078,0
76079,0
76080,0
76081,0
76082,0
76083,0
76084,0
76085,0
76086,0
76087,0
76088,0
76089,0
76090,0
76091,0
76092,0
76093,0
76094,0
76095,0
76096,0
76097,0
76098,0
76099,0
76100,0
76101,0
76102,0
76103,0
76104,0
76105,0
76106,0
76107,0
76108,0
76109,0
76110,0
76111,0
76112,0
76113,0
76114,0
76115,0
76116,0
76117,0
76118,0
76119,0
76120,0
76121,0
76122,0
76123,0
76124,0
76125,0
76126,0
76127,0
76128,0
76129,0
76130,0
76131,0
76132,0
76133,0
76134,0
76135,0
76136,0
76137,0
76138,0
76139,46.7240059945119
76140,0
76141,0
76142,0
76143,0
76144,0
76145,74.0991289244163
76146,0
76147,0
76148,0
76149,0
76150,0
76151,0
76152,0
76153,0
76154,0
76155,0
76156,0
76157,0
76158,0
76159,0
76160,0
76161,0
76162,0
76163,0
76164,0
76165,0
76166,0
76167,0
76168,0
76169,0
76170,0
76171,0
76172,0
76173,0
76174,0
76175,0
76176,0
76177,0
76178,0
76179,0
76180,0
76181,0
76182,0
76183,0
76184,0
76185,0
76186,0
76187,0
76188,0
76189,0
76190,0
76191,0
76192,77.2993221703962
76193,0
76194,0
76195,0
76196,0
76197,0
76198,0
76199,0
76200,0
76201,0
76202,0
76203,0
76204,0
76205,0
76206,0
76207,0
76208,0
76209,0
76210,0
76211,0
76212,158.05517597033
76213,0
76214,0
76215,0
76216,0
76217,0
76218,0
76219,37.2208660143927
76220,0
76221,0
76222,0
76223,0
76224,0
76225,0
76226,0
76227,0
76228,0
76229,0
76230,0
76231,0
76232,0
76233,0
76234,97.0116535216027
76235,0
76236,0
76237,0
76238,0
76239,0
76240,0
76241,0
76242,0
76243,0
76244,0
76245,0
76246,0
76247,0
76248,0
76249,0
76250,0
76251,0
76252,0
76253,0
76254,0
76255,0
76256,0
76257,0
76258,0
76259,0
76260,0
76261,0
76262,0
76263,0
76264,0
76265,0
76266,0
76267,0
76268,0
76269,0
76270,0
76271,0
76272,0
76273,0
76274,0
76275,0
76276,0
76277,0
76278,0
76279,0
76280,142.245665996387
76281,51.7960636177493
76282,0
76283,0
76284,0
76285,0
76286,169.00021322367
76287,93.9648168474453
76288,54.5421407577507
76289,47.636797645961
76290,157.889228182275
76291,41.5242353158618
76292,50.0987474043451
76293,53.9029958839752
76294,63.4807254038975
76295,80.3576842767813
76296,56.0573368385863
76297,151.088806439671
76298,52.8233628090293
76299,92.9532403389036
76300,0
76301,0
76302,0
76303,0
76304,115.097084167039
76305,65.7081813631454
76306,0
76307,0
76308,0
76309,39.7448416226345
76310,60.6067725454683
76311,67.5158791182267
76312,71.4031118155236
76313,48.815460738063
76314,0
76315,36.2126438842153
76316,0
76317,0
76318,81.5919262486613
76319,98.413565682464
76320,44.9577358625646
76321,67.904387156633
76322,73.4102455323853
76323,92.226361939715
76324,79.2465219314753
76325,83.0277662458743
76326,54.3441419096957
76327,63.259448051444
76328,0
76329,67.2981256517391
76330,62.7335729977857
76331,76.6381044891053
76332,53.8540919248983
76333,0
76334,55.9669421360606
76335,77.247463935947
76336,47.9219594702573
76337,80.263745433829
76338,64.5075598098229
76339,86.1917935283965
76340,91.9903709907618
76341,53.8982666036387
76342,79.1055606626041
76343,43.9507282090148
76344,45.676311042963
76345,112.001930748544
76346,68.187573197996
76347,67.747464242624
76348,42.5709772805157
76349,31.3424985254859
76350,58.649241398648
76351,76.9397742296897
76352,63.3236655748425
76353,59.6918567651053
76354,72.6187510152471
76355,135.957480228057
76356,78.7476039885988
76357,37.664768432051
76358,0
76359,59.3892769588594
76360,112.898638401087
76361,47.681909331013
76362,123.200722622735
76363,62.7841530521734
76364,165.616416313781
76365,52.9460560350212
76366,59.724603619827
76367,49.2842521144743
76368,54.2314031021291
76369,76.3139429649033
76370,0
76371,84.3024616774414
76372,0
76373,0
76374,47.6547332115012
76375,100.184685048187
76376,23.9280921710404
76377,0
