"id","site_eui"
75757,59.929546277204
75758,33.2134448759787
75759,193.395416131636
75760,92.6439230223013
75761,93.8285796041386
75762,104.862297256843
75763,66.2134424061167
75764,119.830480874128
75765,100.49329394687
75766,117.414406260008
75767,55.5246579576007
75768,78.0226409914537
75769,NA
75770,71.6498707177553
75771,70.5952676578361
75772,71.840458966769
75773,69.8644487339675
75774,51.0340333445733
75775,99.0678060061435
75776,62.5514007316858
75777,72.2457708849852
75778,89.1307084925791
75779,73.8608634311366
75780,151.695975168211
75781,88.0409786653011
75782,53.6064272514613
75783,70.0710048967651
75784,58.2877443563744
75785,56.0619704971249
75786,158.730039189396
75787,75.2856136345931
75788,94.8320060405223
75789,69.154438383655
75790,91.2252458647921
75791,56.08755535703
75792,67.4241906208927
75793,59.1137779264821
75794,46.8958575869795
75795,50.9086933166386
75796,74.2794253849878
75797,90.8112461064791
75798,90.952737821378
75799,147.884392723651
75800,64.653432849801
75801,155.619004384261
75802,83.2901227253884
75803,78.8976347560199
75804,60.7436005204424
75805,NA
75806,74.9898413553125
75807,42.871165063773
75808,73.7975286649283
75809,45.6217823510002
75810,69.1538182467013
75811,51.9254509053991
75812,71.0169348416487
75813,147.649992451385
75814,67.4965824533273
75815,70.5484875405797
75816,164.467824298898
75817,59.4092243287836
75818,98.7879568939728
75819,106.704254633479
75820,123.52359632183
75821,80.1192583846613
75822,55.8810591668638
75823,76.6158937760279
75824,47.17223848735
75825,102.954350519427
75826,NA
75827,NA
75828,NA
75829,NA
75830,NA
75831,NA
75832,NA
75833,NA
75834,NA
75835,NA
75836,NA
75837,NA
75838,NA
75839,NA
75840,NA
75841,NA
75842,NA
75843,NA
75844,77.000440405175
75845,131.56641641694
75846,NA
75847,NA
75848,NA
75849,NA
75850,NA
75851,NA
75852,NA
75853,NA
75854,NA
75855,NA
75856,NA
75857,86.2662753759533
75858,NA
75859,NA
75860,NA
75861,NA
75862,60.2152326763741
75863,NA
75864,24.6550612246044
75865,71.9888052239141
75866,46.4501989138205
75867,40.3372492827114
75868,37.537835619209
75869,41.8630099759018
75870,118.109269078948
75871,79.6818302553398
75872,93.1587679578981
75873,87.8243200835772
75874,NA
75875,115.654385479594
75876,NA
75877,NA
75878,NA
75879,NA
75880,96.9273206112111
75881,89.3055403209741
75882,96.9915280664507
75883,178.640379370124
75884,85.5313553792264
75885,91.7580513685123
75886,40.790823801142
75887,43.8568740606244
75888,NA
75889,9.78478381248469
75890,79.1451281741097
75891,55.4877743940404
75892,44.4505345302037
75893,33.4052109016801
75894,56.4420269913663
75895,65.7763213966427
75896,101.782867605796
75897,70.3438516428749
75898,79.4728794074876
75899,35.482214817724
75900,54.9193454739273
75901,87.2933070397363
75902,38.3476337884435
75903,52.2520166936383
75904,43.0998884559629
75905,97.1676617592761
75906,29.497212439862
75907,87.7261182806373
75908,39.2635103788754
75909,33.0936063802737
75910,70.5612326720443
75911,52.3560791712344
75912,52.9678297878168
75913,44.725733200071
75914,40.3741939998045
75915,44.9782562323958
75916,33.0659948413314
75917,40.6594744083743
75918,NA
75919,79.7453566247113
75920,68.5286757238398
75921,NA
75922,98.3880837646513
75923,NA
75924,46.2809748116273
75925,74.2028353701304
75926,108.734463438175
75927,175.840137987153
75928,97.6502221213306
75929,63.71134212341
75930,141.176213740142
75931,70.5157946244266
75932,62.1507506988717
75933,69.2998382124035
75934,48.7338408278259
75935,54.5127482759497
75936,94.7299642289413
75937,70.5239122235
75938,117.170937215876
75939,75.220254483509
75940,66.7462047433113
75941,95.7831149189899
75942,96.4938047728777
75943,109.370620988945
75944,72.1337249229127
75945,144.211745105112
75946,84.9322519270942
75947,71.1010104841848
75948,91.243155385597
75949,53.0037880729143
75950,NA
75951,220.851780877873
75952,102.910591156415
75953,153.234027006729
75954,98.8665654131041
75955,99.5416668610673
75956,50.2999106655116
75957,94.0426630024948
75958,101.258726894932
75959,105.668463984594
75960,52.6453132203002
75961,92.6015501696733
75962,113.37626266094
75963,57.0512352575323
75964,47.0570516541077
75965,57.4196585823077
75966,91.5918262517704
75967,158.795660451397
75968,96.4287236986167
75969,76.3659021248848
75970,68.5550357211246
75971,29.6887730681425
75972,153.955963597724
75973,NA
75974,63.7873006060285
75975,89.933122997014
75976,127.240886717355
75977,82.4132517906016
75978,31.7963747684945
75979,32.3760391334029
75980,48.7504606059954
75981,90.9539916905245
75982,37.5353731422542
75983,72.2743710058162
75984,74.6493950618307
75985,NA
75986,NA
75987,272.237477140455
75988,62.0902863582163
75989,54.6605447558537
75990,60.3863975978848
75991,112.655320792349
75992,NA
75993,70.7620175409685
75994,94.2746310267327
75995,120.469165129667
75996,108.186801605706
75997,74.849807438437
75998,54.2741211365041
75999,52.0330014759047
76000,67.7454591207216
76001,61.296301678996
76002,208.505464212022
76003,NA
76004,90.8145205817837
76005,75.1026031184441
76006,50.433726539845
76007,42.9353699972709
76008,61.3854063852703
76009,65.4214965193863
76010,33.5401293711163
76011,28.5131313577772
76012,NA
76013,NA
76014,NA
76015,77.5140948131711
76016,47.3625780435436
76017,43.7033905686456
76018,62.5492915876694
76019,NA
76020,31.9530601558068
76021,NA
76022,77.6574771856621
76023,23.2122678909859
76024,250.473975028656
76025,NA
76026,NA
76027,NA
76028,NA
76029,NA
76030,NA
76031,NA
76032,NA
76033,NA
76034,NA
76035,NA
76036,NA
76037,NA
76038,NA
76039,NA
76040,NA
76041,NA
76042,NA
76043,NA
76044,NA
76045,NA
76046,NA
76047,NA
76048,NA
76049,NA
76050,NA
76051,NA
76052,NA
76053,NA
76054,NA
76055,67.1079876238589
76056,NA
76057,58.7487193440366
76058,NA
76059,NA
76060,NA
76061,NA
76062,NA
76063,NA
76064,NA
76065,21.3050599396318
76066,NA
76067,84.4698414350677
76068,38.6440774480875
76069,32.3065604276153
76070,NA
76071,NA
76072,NA
76073,NA
76074,NA
76075,NA
76076,NA
76077,NA
76078,NA
76079,NA
76080,NA
76081,NA
76082,NA
76083,NA
76084,NA
76085,NA
76086,NA
76087,NA
76088,NA
76089,NA
76090,NA
76091,NA
76092,NA
76093,NA
76094,NA
76095,NA
76096,NA
76097,NA
76098,NA
76099,NA
76100,NA
76101,NA
76102,NA
76103,NA
76104,NA
76105,NA
76106,NA
76107,NA
76108,NA
76109,NA
76110,NA
76111,NA
76112,NA
76113,NA
76114,NA
76115,NA
76116,NA
76117,NA
76118,NA
76119,NA
76120,NA
76121,NA
76122,NA
76123,NA
76124,NA
76125,NA
76126,NA
76127,NA
76128,NA
76129,NA
76130,NA
76131,NA
76132,NA
76133,NA
76134,NA
76135,NA
76136,NA
76137,NA
76138,NA
76139,46.7240059945119
76140,NA
76141,NA
76142,NA
76143,NA
76144,NA
76145,74.0991289244163
76146,NA
76147,NA
76148,NA
76149,NA
76150,NA
76151,NA
76152,NA
76153,NA
76154,NA
76155,NA
76156,NA
76157,NA
76158,NA
76159,NA
76160,NA
76161,NA
76162,NA
76163,NA
76164,NA
76165,NA
76166,NA
76167,NA
76168,NA
76169,NA
76170,NA
76171,NA
76172,NA
76173,NA
76174,NA
76175,NA
76176,NA
76177,NA
76178,NA
76179,NA
76180,NA
76181,NA
76182,NA
76183,NA
76184,NA
76185,NA
76186,NA
76187,NA
76188,NA
76189,NA
76190,NA
76191,NA
76192,77.2993221703962
76193,NA
76194,NA
76195,NA
76196,NA
76197,NA
76198,NA
76199,NA
76200,NA
76201,NA
76202,NA
76203,NA
76204,NA
76205,NA
76206,NA
76207,NA
76208,NA
76209,NA
76210,NA
76211,NA
76212,158.05517597033
76213,NA
76214,NA
76215,NA
76216,NA
76217,NA
76218,NA
76219,37.2208660143927
76220,NA
76221,NA
76222,NA
76223,NA
76224,NA
76225,NA
76226,NA
76227,NA
76228,NA
76229,NA
76230,NA
76231,NA
76232,NA
76233,NA
76234,97.0116535216027
76235,NA
76236,NA
76237,NA
76238,NA
76239,NA
76240,NA
76241,NA
76242,NA
76243,NA
76244,NA
76245,NA
76246,NA
76247,NA
76248,NA
76249,NA
76250,NA
76251,NA
76252,NA
76253,NA
76254,NA
76255,NA
76256,NA
76257,NA
76258,NA
76259,NA
76260,NA
76261,NA
76262,NA
76263,NA
76264,NA
76265,NA
76266,NA
76267,NA
76268,NA
76269,NA
76270,NA
76271,NA
76272,NA
76273,NA
76274,NA
76275,NA
76276,NA
76277,NA
76278,NA
76279,NA
76280,142.245665996387
76281,51.7960636177493
76282,NA
76283,NA
76284,NA
76285,NA
76286,169.00021322367
76287,93.9648168474453
76288,54.5421407577507
76289,47.636797645961
76290,157.889228182275
76291,41.5242353158618
76292,50.0987474043451
76293,53.9029958839752
76294,63.4807254038975
76295,80.3576842767813
76296,56.0573368385863
76297,151.088806439671
76298,52.8233628090293
76299,92.9532403389036
76300,NA
76301,NA
76302,NA
76303,NA
76304,115.097084167039
76305,65.7081813631454
76306,NA
76307,NA
76308,NA
76309,39.7448416226345
76310,60.6067725454683
76311,67.5158791182267
76312,71.4031118155236
76313,48.815460738063
76314,NA
76315,36.2126438842153
76316,NA
76317,NA
76318,81.5919262486613
76319,98.413565682464
76320,44.9577358625646
76321,67.904387156633
76322,73.4102455323853
76323,92.226361939715
76324,79.2465219314753
76325,83.0277662458743
76326,54.3441419096957
76327,63.259448051444
76328,NA
76329,67.2981256517391
76330,62.7335729977857
76331,76.6381044891053
76332,53.8540919248983
76333,NA
76334,55.9669421360606
76335,77.247463935947
76336,47.9219594702573
76337,80.263745433829
76338,64.5075598098229
76339,86.1917935283965
76340,91.9903709907618
76341,53.8982666036387
76342,79.1055606626041
76343,43.9507282090148
76344,45.676311042963
